z_p,offset,phi_deg,rho,eta,N,axis,pool,sigma_cov,sigma_cov_strip,sigma_rad,sigma_tan,sigma_emp,err_mean,pull_mean,pull_std,corr_t_zp,cx_true,cy_true,cx_fit,cy_fit,cx_fit_std,cy_fit_std
1000,150,45,1.25,0.121212,300,z,2429,0.675982,0.234167,0.27176,0.262598,0.676769,-0.142587,-0.216813,0.999227,1,601.066,601.066,600.89,600.592,0.278662,0.229209
1000,150,90,1.25,0.121212,30,x,2396,0.842639,0.291899,0.87678,0.842639,0.686888,0.161075,0.198581,0.812954,-0.00679361,495,645,495.161,644.761,0.686888,0.913524
1000,150,90,1.25,0.121212,30,y,2396,0.87678,0.303726,0.87678,0.842639,0.913524,-0.238803,-0.285267,1.04505,0.282477,495,645,495.161,644.761,0.686888,0.913524
1000,150,90,1.25,0.121212,30,z,2396,2.23167,0.773074,0.87678,0.842639,2.16396,-0.221364,-0.100571,0.969108,1,495,645,495.161,644.761,0.686888,0.913524
1000,150,90,1.25,0.121212,100,x,2396,0.456481,0.15813,0.471062,0.456481,0.377941,-0.0897234,-0.19567,0.82829,0.00521142,495,645,494.91,644.545,0.377941,0.46191
1000,150,90,1.25,0.121212,100,y,2396,0.471062,0.163181,0.471062,0.456481,0.46191,-0.455303,-0.965492,0.974099,0.250487,495,645,494.91,644.545,0.377941,0.46191
1000,150,90,1.25,0.121212,100,z,2396,1.19245,0.413075,0.471062,0.456481,1.01064,-0.0120714,-0.0139795,0.848699,1,495,645,494.91,644.545,0.377941,0.46191
1000,150,90,1.25,0.121212,300,x,2396,0.262963,0.0910929,0.270428,0.262963,0.203829,-0.0740239,-0.281217,0.775312,-0.0026372,495,645,494.926,644.614,0.203829,0.234695
1000,150,90,1.25,0.121212,300,y,2396,0.270428,0.093679,0.270428,0.262963,0.234695,-0.385831,-1.42911,0.865076,0.247167,495,645,494.926,644.614,0.203829,0.234695
1000,150,90,1.25,0.121212,300,z,2396,0.681923,0.236225,0.270428,0.262963,0.702342,-0.248391,-0.359815,1.02154,1,495,645,494.926,644.614,0.203829,0.234695
1000,300,0,1.25,0.242424,30,x,2265,0.967738,0.335234,0.967738,0.842257,1.16532,-0.26987,-0.271654,1.24214,0.4868,795,495,794.73,494.96,1.16532,0.819908
1000,300,0,1.25,0.242424,30,y,2265,0.842257,0.291766,0.967738,0.842257,0.819908,-0.0396357,-0.0430492,0.972844,-0.00474351,795,495,794.73,494.96,1.16532,0.819908
1000,300,0,1.25,0.242424,30,z,2265,2.18463,0.756777,0.967738,0.842257,2.22235,-0.0524356,-0.0381322,0.994226,1,795,495,794.73,494.96,1.16532,0.819908
1000,300,0,1.25,0.242424,100,x,2265,0.524503,0.181693,0.524503,0.457517,0.475316,-0.522973,-1.00174,0.906178,0.494636,795,495,794.477,494.751,0.475316,0.287317
1000,300,0,1.25,0.242424,100,y,2265,0.457517,0.158488,0.524503,0.457517,0.287317,-0.249002,-0.547212,0.629743,-0.0115915,795,495,794.477,494.751,0.475316,0.287317
1000,300,0,1.25,0.242424,100,z,2265,1.20902,0.418815,0.524503,0.457517,1.1714,-0.21994,-0.175686,0.962433,1,795,495,794.477,494.751,0.475316,0.287317
1000,300,0,1.25,0.242424,300,x,2265,0.300427,0.104071,0.300427,0.263123,0.209181,-0.391858,-1.30655,0.699225,0.490349,795,495,794.608,494.69,0.209181,0.296831
1000,300,0,1.25,0.242424,300,y,2265,0.263123,0.0911486,0.300427,0.263123,0.296831,-0.309561,-1.17675,1.12671,-0.00919244,795,495,794.608,494.69,0.209181,0.296831
1000,300,0,1.25,0.242424,300,z,2265,0.679927,0.235534,0.300427,0.263123,0.836449,-0.727735,-1.07016,1.23408,1,795,495,794.608,494.69,0.209181,0.296831
1000,300,45,1.25,0.242424,30,x,2218,0.895365,0.310163,0.939174,0.844725,1.13653,-0.00230502,-0.0102533,1.25107,0.317596,707.132,707.132,707.13,706.473,1.13653,0.869456
1000,300,45,1.25,0.242424,30,y,2218,0.890885,0.308612,0.939174,0.844725,0.869456,-0.659437,-0.727626,0.946209,0.310742,707.132,707.132,707.13,706.473,1.13653,0.869456
1000,300,45,1.25,0.242424,30,z,2218,2.24125,0.776392,0.939174,0.844725,2.8437,-0.902542,-0.363033,1.25978,1,707.132,707.132,707.13,706.473,1.13653,0.869456
1000,300,45,1.25,0.242424,100,x,2218,0.49432,0.171237,0.517717,0.457454,0.453909,-0.308432,-0.626337,0.911186,0.379014,707.132,707.132,706.824,706.733,0.453909,0.504414
1000,300,45,1.25,0.242424,100,y,2218,0.482678,0.167205,0.517717,0.457454,0.504414,-0.398655,-0.825435,1.05117,0.334553,707.132,707.132,706.824,706.733,0.453909,0.504414
1000,300,45,1.25,0.242424,100,z,2218,1.16864,0.404829,0.517717,0.457454,1.22312,-0.921223,-0.788751,1.06374,1,707.132,707.132,706.824,706.733,0.453909,0.504414
1000,300,45,1.25,0.242424,300,x,2218,0.281842,0.0976329,0.29675,0.263118,0.26375,-0.410662,-1.45581,0.932859,0.362292,707.132,707.132,706.721,706.752,0.26375,0.297326
1000,300,45,1.25,0.242424,300,y,2218,0.279036,0.0966609,0.29675,0.263118,0.297326,-0.380525,-1.36341,1.06227,0.341492,707.132,707.132,706.721,706.752,0.26375,0.297326
1000,300,45,1.25,0.242424,300,z,2218,0.678499,0.235039,0.29675,0.263118,0.538574,-1.10388,-1.62707,0.794884,1,707.132,707.132,706.721,706.752,0.26375,0.297326
1000,300,90,1.25,0.242424,30,x,2264,0.847746,0.293668,0.956931,0.847746,0.83373,-0.258798,-0.300021,0.988315,-0.0483305,495,795,494.741,794.651,0.83373,1.22122
1000,300,90,1.25,0.242424,30,y,2264,0.956931,0.331491,0.956931,0.847746,1.22122,-0.3489,-0.356508,1.30105,0.474756,495,795,494.741,794.651,0.83373,1.22122
1000,300,90,1.25,0.242424,30,z,2264,2.19777,0.76133,0.956931,0.847746,2.9895,-0.536426,-0.253404,1.37355,1,495,795,494.741,794.651,0.83373,1.22122
1000,300,90,1.25,0.242424,100,x,2264,0.457902,0.158622,0.513804,0.457902,0.400559,-0.170134,-0.373953,0.871985,-0.0274396,495,795,494.83,794.369,0.400559,0.46892
1000,300,90,1.25,0.242424,100,y,2264,0.513804,0.177987,0.513804,0.457902,0.46892,-0.631149,-1.23295,0.920295,0.461577,495,795,494.83,794.369,0.400559,0.46892
1000,300,90,1.25,0.242424,100,z,2264,1.18582,0.410781,0.513804,0.457902,1.06371,-0.871041,-0.728931,0.896636,1,495,795,494.83,794.369,0.400559,0.46892
1000,300,90,1.25,0.242424,300,x,2264,0.263663,0.0913356,0.295294,0.263663,0.244085,-0.211392,-0.801284,0.924947,-0.00734242,495,795,494.789,794.596,0.244085,0.263714
1000,300,90,1.25,0.242424,300,y,2264,0.295294,0.102293,0.295294,0.263663,0.263714,-0.40367,-1.36569,0.890686,0.460137,495,795,494.789,794.596,0.244085,0.263714
1000,300,90,1.25,0.242424,300,z,2264,0.679331,0.235327,0.295294,0.263663,0.619242,-0.478808,-0.709313,0.918301,1,495,795,494.789,794.596,0.244085,0.263714
3000,0,0,3.75,0,30,x,2595,2.53982,0.879821,2.53982,2.55516,3.13289,-1.26189,-0.487332,1.22594,0.00440198,495,495,493.738,495.051,3.13289,3.38398
3000,0,0,3.75,0,30,y,2595,2.55516,0.885133,2.53982,2.55516,3.38398,0.0506132,0.0225839,1.31962,-0.0719625,495,495,493.738,495.051,3.13289,3.38398
3000,0,0,3.75,0,30,z,2595,19.1346,6.6284,2.53982,2.55516,16.9902,-0.284008,-0.0269683,0.876513,1,495,495,493.738,495.051,3.13289,3.38398
3000,0,0,3.75,0,100,x,2595,1.37741,0.477148,1.37741,1.37627,1.48367,-1.13702,-0.827087,1.0758,0.014287,495,495,493.863,494.864,1.48367,1.408
3000,0,0,3.75,0,100,y,2595,1.37627,0.476754,1.37741,1.37627,1.408,-0.136273,-0.0990528,1.02584,-0.0403099,495,495,493.863,494.864,1.48367,1.408
3000,0,0,3.75,0,100,z,2595,9.79923,3.39455,1.37741,1.37627,10.7162,0.728261,0.0667455,1.09364,1,495,495,493.863,494.864,1.48367,1.408
3000,0,0,3.75,0,300,x,2595,0.792404,0.274497,0.792404,0.791622,0.665581,-0.623941,-0.786729,0.839091,0.00803542,495,495,494.376,495.061,0.665581,0.81175
3000,0,0,3.75,0,300,y,2595,0.791622,0.274226,0.792404,0.791622,0.81175,0.0612365,0.077573,1.02705,-0.0333629,495,495,494.376,495.061,0.665581,0.81175
3000,0,0,3.75,0,300,z,2595,5.69603,1.97316,0.792404,0.791622,4.53231,1.24082,0.218313,0.791984,1,495,495,494.376,495.061,0.665581,0.81175
3000,150,0,3.75,0.040404,30,x,2498,2.67603,0.927005,2.67603,2.54276,2.60992,-0.881544,-0.338415,0.967902,0.314362,645,495,644.118,495.067,2.60992,2.73276
3000,150,0,3.75,0.040404,30,y,2498,2.54276,0.880838,2.67603,2.54276,2.73276,0.0669694,0.024253,1.07479,-0.0783712,645,495,644.118,495.067,2.60992,2.73276
3000,150,0,3.75,0.040404,30,z,2498,18.5669,6.43175,2.67603,2.54276,21.6104,-5.25518,-0.292644,1.17455,1,645,495,644.118,495.067,2.60992,2.73276
3000,150,0,3.75,0.040404,100,x,2498,1.44397,0.500206,1.44397,1.37772,1.19576,0.157516,0.112875,0.823252,0.303055,645,495,645.158,495.47,1.19576,1.20208
3000,150,0,3.75,0.040404,100,y,2498,1.37772,0.477257,1.44397,1.37772,1.20208,0.470378,0.343619,0.869904,-0.0149669,645,495,645.158,495.47,1.19576,1.20208
3000,150,0,3.75,0.040404,100,z,2498,9.97411,3.45513,1.44397,1.37772,7.61072,0.435473,0.03936,0.75536,1,645,495,645.158,495.47,1.19576,1.20208
3000,150,0,3.75,0.040404,300,x,2498,0.837182,0.290008,0.837182,0.792779,0.766818,-0.0491334,-0.0588249,0.911611,0.322534,645,495,644.951,495.314,0.766818,0.704694
3000,150,0,3.75,0.040404,300,y,2498,0.792779,0.274627,0.837182,0.792779,0.704694,0.314151,0.396678,0.888109,-0.0229953,645,495,644.951,495.314,0.766818,0.704694
3000,150,0,3.75,0.040404,300,z,2498,5.79912,2.00887,0.837182,0.792779,4.48271,2.78543,0.475481,0.775494,1,645,495,644.951,495.314,0.766818,0.704694
3000,150,45,3.75,0.040404,30,x,2545,2.62211,0.908325,2.67102,2.54794,2.56046,-0.711811,-0.278012,0.977635,0.242329,601.066,601.066,600.354,600.648,2.56046,2.01937
3000,150,45,3.75,0.040404,30,y,2545,2.59872,0.900222,2.67102,2.54794,2.01937,-0.417895,-0.162075,0.774425,0.207349,601.066,601.066,600.354,600.648,2.56046,2.01937
3000,150,45,3.75,0.040404,30,z,2545,18.7776,6.50477,2.67102,2.54794,15.9588,1.55234,0.0586591,0.789912,1,601.066,601.066,600.354,600.648,2.56046,2.01937
3000,150,45,3.75,0.040404,100,x,2545,1.41945,0.491711,1.44222,1.37628,1.21735,-0.415053,-0.290586,0.855345,0.247804,601.066,601.066,600.651,600.7,1.21735,1.83944
3000,150,45,3.75,0.040404,100,y,2545,1.39984,0.484919,1.44222,1.37628,1.83944,-0.366063,-0.265635,1.31323,0.190789,601.066,601.066,600.651,600.7,1.21735,1.83944
3000,150,45,3.75,0.040404,100,z,2545,9.83429,3.4067,1.44222,1.37628,12.3223,-0.738609,-0.0803449,1.25654,1,601.066,601.066,600.651,600.7,1.21735,1.83944
3000,150,45,3.75,0.040404,300,x,2545,0.816693,0.282911,0.83091,0.792998,0.603347,-0.363318,-0.446321,0.737968,0.241041,601.066,601.066,600.703,601.037,0.603347,0.777805
3000,150,45,3.75,0.040404,300,y,2545,0.80763,0.279771,0.83091,0.792998,0.777805,-0.0285196,-0.0338256,0.966956,0.198736,601.066,601.066,600.703,601.037,0.603347,0.777805
3000,150,45,3.75,0.040404,300,z,2545,5.73869,1.98794,0.83091,0.792998,5.70843,1.25557,0.212684,0.994437,1,601.066,601.066,600.703,601.037,0.603347,0.777805
3000,150,90,3.75,0.040404,30,x,2459,2.54295,0.880903,2.68726,2.54295,2.92665,-0.722064,-0.280624,1.14778,0.0253343,495,645,494.278,644.902,2.92665,2.23887
3000,150,90,3.75,0.040404,30,y,2459,2.68726,0.930893,2.68726,2.54295,2.23887,-0.0983932,-0.0424168,0.824234,0.329025,495,645,494.278,644.902,2.92665,2.23887
3000,150,90,3.75,0.040404,30,z,2459,18.209,6.30778,2.68726,2.54295,14.3732,-1.48274,-0.10477,0.79204,1,495,645,494.278,644.902,2.92665,2.23887
3000,150,90,3.75,0.040404,100,x,2459,1.37771,0.477253,1.4489,1.37771,1.41385,-0.0925194,-0.0667035,1.02597,-0.0284927,495,645,494.907,644.71,1.41385,1.43268
3000,150,90,3.75,0.040404,100,y,2459,1.4489,0.501915,1.4489,1.37771,1.43268,-0.290251,-0.205829,0.98942,0.312825,495,645,494.907,644.71,1.41385,1.43268
3000,150,90,3.75,0.040404,100,z,2459,9.78219,3.38865,1.4489,1.37771,10.1154,2.35014,0.236746,1.0372,1,495,645,494.907,644.71,1.41385,1.43268
3000,150,90,3.75,0.040404,300,x,2459,0.792182,0.27442,0.835197,0.792182,0.763363,0.0755714,0.096193,0.965002,-0.0143965,495,645,495.076,644.731,0.763363,0.80997
3000,150,90,3.75,0.040404,300,y,2459,0.835197,0.289321,0.835197,0.792182,0.80997,-0.269275,-0.325698,0.970527,0.316641,495,645,495.076,644.731,0.763363,0.80997
3000,150,90,3.75,0.040404,300,z,2459,5.63855,1.95325,0.835197,0.792182,4.39104,3.05765,0.533965,0.768676,1,495,645,495.076,644.731,0.763363,0.80997
3000,300,0,3.75,0.0808081,30,x,2477,3.09692,1.07281,3.09692,2.53498,3.12525,-0.480008,-0.149699,1.01229,0.570721,795,495,794.52,495.561,3.12525,1.84421
3000,300,0,3.75,0.0808081,30,y,2477,2.53498,0.878141,3.09692,2.53498,1.84421,0.560891,0.223015,0.728693,-0.0127773,795,495,794.52,495.561,3.12525,1.84421
3000,300,0,3.75,0.0808081,30,z,2477,18.2117,6.3087,3.09692,2.53498,18.6881,1.83965,0.0754493,1.03376,1,795,495,794.52,495.561,3.12525,1.84421
3000,300,0,3.75,0.0808081,100,x,2477,1.6794,0.581761,1.6794,1.375,1.89415,-0.417995,-0.26329,1.12268,0.572043,795,495,794.582,495.064,1.89415,0.986044
3000,300,0,3.75,0.0808081,100,y,2477,1.375,0.476315,1.6794,1.375,0.986044,0.0636579,0.0457631,0.715294,-0.0269667,795,495,794.582,495.064,1.89415,0.986044
3000,300,0,3.75,0.0808081,100,z,2477,9.91532,3.43477,1.6794,1.375,10.0147,-2.20034,-0.237862,0.990273,1,795,495,794.582,495.064,1.89415,0.986044
3000,300,0,3.75,0.0808081,300,x,2477,0.958426,0.332008,0.958426,0.792348,0.669956,-0.0134092,-0.0185462,0.702807,0.562783,795,495,794.987,494.862,0.669956,0.879377
3000,300,0,3.75,0.0808081,300,y,2477,0.792348,0.274477,0.958426,0.792348,0.879377,-0.137603,-0.173612,1.10901,-0.0218262,795,495,794.987,494.862,0.669956,0.879377
3000,300,0,3.75,0.0808081,300,z,2477,5.65195,1.95789,0.958426,0.792348,4.37577,1.73569,0.302451,0.773185,1,795,495,794.987,494.862,0.669956,0.879377
3000,300,45,3.75,0.0808081,30,x,2458,2.73287,0.946693,3.00028,2.54593,2.70324,-1.1227,-0.421127,0.97713,0.377516,707.132,707.132,706.009,706.488,2.70324,2.90814
3000,300,45,3.75,0.0808081,30,y,2458,2.83023,0.980422,3.00028,2.54593,2.90814,-0.644372,-0.24481,1.03954,0.430613,707.132,707.132,706.009,706.488,2.70324,2.90814
3000,300,45,3.75,0.0808081,30,z,2458,18.8597,6.53318,3.00028,2.54593,16.8777,0.178907,0.0114045,0.882775,1,707.132,707.132,706.009,706.488,2.70324,2.90814
3000,300,45,3.75,0.0808081,100,x,2458,1.51633,0.525273,1.6488,1.37878,1.93478,-0.212105,-0.145321,1.28443,0.417201,707.132,707.132,706.92,707.257,1.93478,1.52584
3000,300,45,3.75,0.0808081,100,y,2458,1.52324,0.527665,1.6488,1.37878,1.52584,0.124812,0.0744597,0.990895,0.429191,707.132,707.132,706.92,707.257,1.93478,1.52584
3000,300,45,3.75,0.0808081,100,z,2458,10.1135,3.50342,1.6488,1.37878,11.3268,2.44,0.235211,1.10436,1,707.132,707.132,706.92,707.257,1.93478,1.52584
3000,300,45,3.75,0.0808081,300,x,2458,0.871581,0.301925,0.949365,0.792449,0.781296,-0.752028,-0.861466,0.892266,0.417061,707.132,707.132,706.38,706.843,0.781296,0.937116
3000,300,45,3.75,0.0808081,300,y,2458,0.877318,0.303912,0.949365,0.792449,0.937116,-0.289211,-0.328036,1.06969,0.4327,707.132,707.132,706.38,706.843,0.781296,0.937116
3000,300,45,3.75,0.0808081,300,z,2458,5.70926,1.97774,0.949365,0.792449,6.44017,-1.63419,-0.297468,1.14734,1,707.132,707.132,706.38,706.843,0.781296,0.937116
3000,300,90,3.75,0.0808081,30,x,2574,2.54119,0.880293,3.15328,2.54119,2.38805,0.28271,0.110944,0.942765,0.0302415,495,795,495.283,794.464,2.38805,3.80277
3000,300,90,3.75,0.0808081,30,y,2574,3.15328,1.09233,3.15328,2.54119,3.80277,-0.536455,-0.173357,1.19141,0.597257,495,795,495.283,794.464,2.38805,3.80277
3000,300,90,3.75,0.0808081,30,z,2574,18.493,6.40616,3.15328,2.54119,21.2877,-3.56281,-0.225512,1.16437,1,495,795,495.283,794.464,2.38805,3.80277
3000,300,90,3.75,0.0808081,100,x,2574,1.37251,0.47545,1.68083,1.37251,1.44954,0.295638,0.21606,1.05577,0.00702226,495,795,495.296,794.257,1.44954,1.72629
3000,300,90,3.75,0.0808081,100,y,2574,1.68083,0.582258,1.68083,1.37251,1.72629,-0.743111,-0.4511,1.03145,0.575131,495,795,495.296,794.257,1.44954,1.72629
3000,300,90,3.75,0.0808081,100,z,2574,9.95139,3.44726,1.68083,1.37251,12.6737,-3.67475,-0.387936,1.28287,1,495,795,495.296,794.257,1.44954,1.72629
3000,300,90,3.75,0.0808081,300,x,2574,0.791166,0.274068,0.953791,0.791166,0.84965,-0.0332178,-0.0419567,1.07467,0.00835921,495,795,494.967,794.51,0.84965,0.940673
3000,300,90,3.75,0.0808081,300,y,2574,0.953791,0.330403,0.953791,0.791166,0.940673,-0.489805,-0.506396,0.973397,0.559259,495,795,494.967,794.51,0.84965,0.940673
3000,300,90,3.75,0.0808081,300,z,2574,5.71955,1.98131,0.953791,0.791166,6.24439,-4.0308,-0.702052,1.08734,1,495,795,494.967,794.51,0.84965,0.940673
